"estudiante_id";"codigo";"nombre";"uc";"notaf";"notad";"tipoexamen";"seccion";"equivalenciainterna";"nombre";"ano";"nombre"
58394;"0902003279";"MICOLOGIA I";3;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003456";"HISTOLOGIA";5;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58394;"0902003280";"HEMATOLOGIA I";5;"14";"14";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003455";"MATEMATICAS I";3;"AP";"14";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"2991";"BIOQUIMICA I";6;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003458";"BIOESTADISTICA I";4;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"2992";"BIOQUIMICA II";2;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"2994";"FISIOLOGIA";5;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902003274";"FISICA I";4;"AP";"12";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
60227;"0902003458";"BIOESTADISTICA I";4;"AP";"12";"D";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902003288";"EPIDEMIOLOGIA";3;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58394;"0902003284";"VIROLOGIA";3;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902002523";"QUIMICA ANALITICA";5;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"2999";"INMUNOLOGIA I";2;"11";"11";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902002526";"ANATOMIA Y EMBRIOLOGIA II";2;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
26159;"3284";"VIROLOGIA";3;"AP";"08";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902003460";"MATEMATICAS II";4;"AP";"04";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
23192;"0902003602";"FORMACION DE AGENTES DE PAZ";3;"17";"17";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902003275";"FISICA II";4;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60227;"0902003274";"FISICA I";4;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902003472";"TOPICOS EN SALUD PUBLICA II";2;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60227;"0902003288";"EPIDEMIOLOGIA";3;"11";"11";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902003489";"HISTORA DE CIENCIA.DE LA SALUD";3;"13";"13";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
35239;"0902002998";"PARASITOLOGIA I";4;"AP";"00";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902002994";"FISIOLOGIA";5;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
46865;"3275";"FISICA II";4;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75324;"0902003460";"MATEMATICAS II";4;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58394;"0902003466";"BACTERIOLOGIA II";4;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902002520";"ANATOMIA Y EMBRIOLOGIA I";4;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
50829;"0902003285";"TOXICOLOGIA";5;"10";"10";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94477;"0902003490";"DEPORTE I";2;"18";"18";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58394;"0902003489";"HISTORA DE CIENCIA.DE LA SALUD";3;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75354;"0902003457";"PRINCIPIOS DE QUIMICA";3;"11";"11";"F";"B";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58394;"0902003493";"PROCESOS METODOLOGICOS";3;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75354;"0902003455";"MATEMATICAS I";3;"AP";"04";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
46865;"3275";"FISICA II";4;"AP";"06";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75354;"0902003455";"MATEMATICAS I";3;"AP";"04";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60227;"0902002523";"QUIMICA ANALITICA";5;"AP";"04";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003460";"MATEMATICAS II";4;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
35239;"0902002998";"PARASITOLOGIA I";4;"AP";"09";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75354;"0902003458";"BIOESTADISTICA I";4;"AP";"08";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
4928;"0902002994";"FISIOLOGIA";5;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003274";"FISICA I";4;"AP";"08";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"3288";"EPIDEMIOLOGIA";3;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75354;"0902003458";"BIOESTADISTICA I";4;"11";"11";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902002992";"BIOQUIMICA II";2;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003490";"DEPORTE I";2;"14";"14";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"3462";"SOCIOLOGIA Y ORIENTACION COMUNAL";3;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94439;"0902003461";"QUIMICA ORGANICA I";4;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902002999";"INMUNOLOGIA I";2;"AP";"11";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75354;"0902003491";"DEPORTE II";2;"18";"18";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"3463";"ADMINISTRACION SANITARIA";3;"11";"11";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902002994";"FISIOLOGIA";5;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"3464";"DEONTOLOGIA Y LEGISLA- CION DEL BIOANALISIS";3;"AP";"10";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902002523";"QUIMICA ANALITICA";5;"11";"11";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"3465";"BACTERIOLOGIA I";3;"13";"13";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902002526";"ANATOMIA Y EMBRIOLOGIA II";2;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
9258;"0902002992";"BIOQUIMICA II";2;"AP";"10";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902003288";"EPIDEMIOLOGIA";3;"AP";"11";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003277";"BIOQUIMICA CLINICA I";5;"AP";"09";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902003455";"MATEMATICAS I";3;"AP";"08";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003278";"LABORATORIO INMUNOLOGIA I";2;"13";"13";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902003455";"MATEMATICAS I";3;"AP";"06";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"3489";"HISTORIA DE LAS CIENCIAS DE LA SALUD";3;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
89091;"0902003457";"PRINCIPIOS DE QUIMICA";3;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
10974;"0902003277";"BIOQUIMICA CLINICA I";5;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75331;"0902002523";"QUIMICA ANALITICA";5;"15";"15";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68063;"3496";"POBLACION Y POLITICAS DE SALUD";3;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902003461";"QUIMICA ORGANICA I";4;"10";"10";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003279";"MICOLOGIA I";3;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902003491";"DEPORTE II";2;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
35239;"0902003277";"BIOQUIMICA CLINICA I";5;"AP";"09";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75355;"0902003602";"FORMACION DE AGENTES DE PAZ";3;"17";"17";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
46865;"3463";"ADMINISTRACION SANITARIA";3;"13";"13";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75331;"0902002526";"ANATOMIA Y EMBRIOLOGIA II";2;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003463";"ADMINISTRACION SANITARIA";3;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
89091;"0902003455";"MATEMATICAS I";3;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003464";"DEONTOLOGIA Y LEGISLACION DEL BIOANALISIS";3;"13";"13";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
89091;"0902003456";"HISTOLOGIA";5;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003466";"BACTERIOLOGIA II";4;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75331;"0902002991";"BIOQUIMICA I";6;"16";"16";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003465";"BACTERIOLOGIA I";3;"13";"13";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75331;"0902002994";"FISIOLOGIA";5;"14";"14";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
35239;"0902003277";"BIOQUIMICA CLINICA I";5;"AP";"08";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
89091;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003493";"PROCESOS METODOLOGICOS";3;"14";"14";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75331;"0902003275";"FISICA II";4;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
59924;"0902003465";"BACTERIOLOGIA I";3;"13";"13";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75331;"0902003288";"EPIDEMIOLOGIA";3;"15";"15";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
60069;"0902003457";"PRINCIPIOS DE QUIMICA";3;"RT";"RT";"F";"B";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
89091;"0902003458";"BIOESTADISTICA I";4;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58435;"0902003605";"APRENDER A APRENDER";2;"13";"13";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75331;"0902003472";"TOPICOS EN SALUD PUBLICA II";2;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60162;"0902003463";"ADMINISTRACION SANITARIA";3;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75415;"0902003490";"DEPORTE I";2;"18";"18";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
46865;"3507";"MUJER IDENTIDAD Y SOCIE- DAD";2;"17";"17";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
67355;"0902002520";"ANATOMIA Y EMBRIOLOGIA I";4;"AP";"13";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902002991";"BIOQUIMICA I";6;"17";"17";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
71673;"0902003460";"MATEMATICAS II";4;"AP";"13";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
40072;"3277";"BIOQUIMICA CLINICA I";5;"AP";"03";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
67355;"0902003274";"FISICA I";4;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902002994";"FISIOLOGIA";5;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
67355;"0902003288";"EPIDEMIOLOGIA";3;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58470;"0902003491";"DEPORTE II";2;"00";"NP";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
94477;"0902003455";"MATEMATICAS I";3;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
42827;"0902003508";"INTERNADO ROTATORIO TRABAJO ESPECIAL DE INVESTIGACION";30;"00";"NP";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
90552;"0902003458";"BIOESTADISTICA I";4;"15";"15";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
60162;"0902002526";"ANATOMIA Y EMBRIOLOGIA II";2;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
75671;"0902003274";"FISICA I";4;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
4928;"0902002994";"FISIOLOGIA";5;"AP";"07";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003456";"HISTOLOGIA";5;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902002998";"PARASITOLOGIA I";4;"17";"17";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
66410;"0902003490";"DEPORTE I";2;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
35239;"0902003280";"HEMATOLOGIA I";5;"AP";"08";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75945;"0902003455";"MATEMATICAS I";3;"10";"10";"F";"B";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
35239;"0902003280";"HEMATOLOGIA I";5;"AP";"09";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94477;"0902003458";"BIOESTADISTICA I";4;"16";"16";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003280";"HEMATOLOGIA I";5;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
76072;"0902003455";"MATEMATICAS I";3;"11";"11";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003281";"BIOQUIMICA CLINICA II";5;"13";"13";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
94477;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"17";"17";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003282";"HEMATOLOGIA II";5;"16";"16";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
4369;"0902003274";"FISICA I";4;"AP";"05";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
50837;"0902003285";"TOXICOLOGIA";5;"10";"10";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
69995;"0902003457";"PRINCIPIOS DE QUIMICA";3;"AP";"01";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60162;"0902002992";"BIOQUIMICA II";2;"AP";"09";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
69995;"0902003455";"MATEMATICAS I";3;"RT";"RT";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902003288";"EPIDEMIOLOGIA";3;"13";"13";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
69995;"0902003456";"HISTOLOGIA";5;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003284";"VIROLOGIA";3;"10";"10";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
69995;"0902003458";"BIOESTADISTICA I";4;"10";"10";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003283";"PARASITOLOGIA II";3;"16";"16";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
69995;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003285";"TOXICOLOGIA";5;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
75279;"0902002991";"BIOQUIMICA I";6;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60162;"0902002999";"INMUNOLOGIA I";2;"AP";"06";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
78470;"0902003274";"FISICA I";4;"AP";"06";"R";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902003462";"SOCIOLOGIA Y ORIENTACION COMUNAL";3;"17";"17";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
69995;"0902003490";"DEPORTE I";2;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60162;"0902003465";"BACTERIOLOGIA I";3;"11";"11";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003455";"MATEMATICAS I";3;"AP";"10";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
10974;"0902003280";"HEMATOLOGIA I";5;"00";"PI";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
71673;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"15";"15";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902003275";"FISICA II";4;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
79176;"0902003458";"BIOESTADISTICA I";4;"AP";"02";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003467";"BACTERIOLOGIA III";4;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
79177;"0902002520";"ANATOMIA Y EMBRIOLOGIA I";4;"AP";"08";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
40078;"0902003508";"INTERNADO ROTATORIO TRABAJO ESPECIAL DE INVESTIGACION";30;"19";"19";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
79191;"0902003457";"PRINCIPIOS DE QUIMICA";3;"AP";"06";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
10974;"0902003280";"HEMATOLOGIA I";5;"00";"PI";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902002520";"ANATOMIA Y EMBRIOLOGIA I";4;"AP";"06";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902003489";"HISTORA DE CIENCIA.DE LA SALUD";3;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
71673;"0902002520";"ANATOMIA Y EMBRIOLOGIA I";4;"RT";"RT";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58497;"0902003611";"TECNICA EN BIOLOGIA MOLECULAR";3;"20";"20";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
71673;"0902003458";"BIOESTADISTICA I";4;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58481;"0902002992";"BIOQUIMICA II";2;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
71673;"0902002540";"BIOESTADISTICA II";3;"19";"19";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902003496";"POBLACION Y POLITICA  DE SALUD";3;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
71673;"0902003274";"FISICA I";4;"AP";"08";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68009;"0902003609";"PREVENCION INTEGRAL EN AREA DROGAS";2;"18";"18";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
90593;"0902002520";"ANATOMIA Y EMBRIOLOGIA I";4;"AP";"09";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
39471;"0902003285";"TOXICOLOGIA";5;"AP";"09";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
69080;"0902003490";"DEPORTE I";2;"18";"18";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
39471;"0902003482";"SEMINARIO DE PARASITOL I";2;"17";"17";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003274";"FISICA I";4;"RT";"RT";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
50837;"0902003281";"BIOQUIMICA CLINICA II";5;"10";"10";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
91303;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
68006;"2991";"BIOQUIMICA I";6;"14";"14";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003460";"MATEMATICAS II";4;"AP";"03";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
4998;"0902003508";"INTERNADO ROTATORIO TRABAJO ESPECIAL DE INVESTIGACION";30;"20";"20";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003457";"PRINCIPIOS DE QUIMICA";3;"13";"13";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58481;"0902002992";"BIOQUIMICA II";2;"AP";"08";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"14";"14";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
58481;"0902002994";"FISIOLOGIA";5;"12";"12";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003458";"BIOESTADISTICA I";4;"11";"11";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
68006;"3266";"TOPICOS EN SALUD PUBLICA";2;"16";"16";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
97970;"0902003491";"DEPORTE II";2;"19";"19";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
9258;"0902002994";"FISIOLOGIA";5;"AP";"08";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94853;"0902003455";"MATEMATICAS I";3;"AP";"08";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58481;"0902002999";"INMUNOLOGIA I";2;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
94853;"0902003458";"BIOESTADISTICA I";4;"12";"12";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
60069;"0902002525";"INGLES I";2;"RT";"RT";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
94853;"0902003456";"HISTOLOGIA";5;"14";"14";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
58481;"0902002999";"INMUNOLOGIA I";2;"AP";"08";"R";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
108443;"0902003458";"BIOESTADISTICA I";4;"13";"13";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
59998;"0902003601";"GARANTIA DE LA CALIDAD EN LOS SERVICIOS DE BIOANALISIS";2;"RT";"RT";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
108443;"0902003457";"PRINCIPIOS DE QUIMICA";3;"14";"14";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
46829;"0902003508";"INTERNADO ROTATORIO TRABAJO ESPECIAL DE INVESTIGACION";30;"19";"19";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
108443;"0902003456";"HISTOLOGIA";5;"15";"15";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
50837;"0902003283";"PARASITOLOGIA II";3;"15";"15";"F";"A";f;"2011-01S";2011;"LICENCIADO EN BIOANÁLISIS"
108443;"0902003459";"METODOLOGIA DE LA INVESTIGACION";1;"17";"17";"F";"A";f;"2011-02S";2011;"LICENCIADO EN BIOANÁLISIS"
